10000069	['100000444', '100008270', '100012670', '100013641', '100015591', '100031587', '100069314', '100091001']
1000007	['100000075', '100000090', '100000165', '100000204', '100000315', '100000455', '100000463', '100000544', '100000639', '100000711', '100000878', '100000934', '100001319', '100001820', '100001996', '100002811', '100003102', '100003200', '100003535', '100003669', '100003963', '100004100', '100004551', '100006279', '100006535', '100006539', '100006539', '100006955', '100007124', '100007212', '100007366', '100007518', '100007518', '100008136', '100008409', '100008693', '100008719', '100008861', '100008934', '100008999', '100009090', '100009154', '100009279', '100009280', '100009504', '100009517', '100009883', '100009949', '100010118', '100010191', '100010420', '100010520', '100010669', '100010742', '100010793', '100010861', '100010986', '100011016', '100011046', '100011046', '100011162', '100011217', '100011225', '100011322', '100011322', '100011326', '100011352', '100011554', '100011650', '100011813', '100011859', '100011881', '100011885', '100011896', '100011967', '100012002', '100012109', '100023802', '100023802', '100023802']
10000077	['100027424', '100029557']
10000078	['100001908', '100006690', '100006873', '100008270', '100010214', '100015591', '100015591', '100015591', '100015591', '100016294', '100016294', '100020080', '100020080', '100020080', '100022806', '100023802', '100031166', '100031642', '100032188', '100033443', '100045621', '100045976', '100057857', '100062996', '100066853', '100067632', '100088782', '100105108', '100105178', '100105730', '100110861']
10000079	['100015591', '100027424']
10000084	['100000141']
10000087	['100029839', '100060948']
10000093	['100027424', '100027424', '100027424', '100029557', '100102159', '100102159', '100102159', '100102159', '100102159', '100102535']
10000096	['100081853', '100088782', '100096733', '100096733', '100103481']
10000104	['100010933', '100102658']
10000111	['100007501', '100008668', '100027424']
10000115	['100031587']
1000012	['100000094', '100000254', '100005361', '100006204', '100008273', '100008518', '100008737', '100009090', '100009091', '100009550', '100009550', '100009663', '100010899']
10000121	['100016336', '100027424', '100102521', '100102521', '100102521', '100102521', '100102743']
1000013	['100000003', '100000003', '100000726', '100007518']
10000131	['100027424', '100103914']
10000132	['100028400', '100064901', '100102663']
10000136	['100007501', '100010797', '100027424', '100029839']
1000014	['100000094', '100002366', '100008820', '100008940', '100008955', '100008984', '100009550', '100009575', '100010531']
1000015	['100000446', '100000506', '100000506', '100000506', '100000506', '100000606', '100002325', '100002858', '100004131', '100004131', '100004342', '100006018', '100006177', '100006944', '100007518', '100007518', '100007518', '100007518', '100008318', '100008711', '100008711', '100008711', '100008711', '100008711', '100008711', '100008790', '100008873', '100009103', '100009216', '100009216', '100009216', '100009216', '100010797']
10000164	['100000425', '100008549', '100017178', '100039567', '100066928', '100102658', '100102865', '100102865']
10000178	['100008230', '100062138']
10000182	['100001924', '100008230', '100029785', '100032049', '100102840', '100103585']
10000183	['100000425', '100000533', '100000616', '100031483', '100033299', '100062587', '100064901', '100102658', '100102658']
10000184	['100000543', '100005439', '100008230', '100060150', '100102601']
10000185	['100001718', '100006493', '100020080', '100027424']
1000019	['100000008', '100000249', '100000249', '100000249', '100000249', '100007518', '100009575']
10000196	['100031587']
10000198	['100000616', '100005409', '100005409', '100007330', '100007330', '100007867', '100007867', '100007867', '100007867', '100007867', '100007867', '100007867', '100008230', '100008230', '100010169', '100010169', '100013274', '100023538', '100023538', '100027424', '100027520', '100027520', '100027999', '100029938', '100031896', '100031896', '100038999', '100038999', '100041635', '100061433', '100061433', '100061433', '100061433', '100061433', '100061433', '100061433', '100061433', '100063685', '100063685', '100072703', '100096832', '100102039', '100102273', '100102273', '100102681', '100103667', '100104322', '100104344']
10000199	['100000616', '100000886', '100006493', '100006690', '100006690', '100007828', '100008409', '100010065', '100015591', '100016591', '100023538', '100023802', '100024224', '100027424', '100028070', '100028301', '100032115', '100033038', '100033038', '100033440', '100033757', '100039322', '100045634', '100045976', '100064901', '100066853', '100072199', '100076042', '100076216', '100076354', '100083911', '100097018', '100099538', '100102318', '100102545', '100103313', '100103313', '100103325', '100104665', '100105556', '100105556', '100105832', '100105972', '100105972']
1000021	['100000003', '100000003', '100000003', '100000003', '100000019', '100000291', '100000389', '100000454', '100000454', '100000454', '100000454', '100000606', '100000842', '100000842', '100000842', '100001322', '100001730', '100002181', '100002181', '100003383', '100003383', '100004658', '100004658', '100004658', '100005023', '100007371', '100007371', '100007371', '100007871', '100008717', '100008756', '100008756', '100008816', '100008816', '100008824', '100008825', '100008837', '100008866', '100008883', '100009009', '100009009', '100009132', '100009223', '100009225', '100009225', '100009286', '100009522', '100009530', '100009530', '100009875', '100010030', '100010602', '100010908', '100010908', '100010908', '100010925', '100010986', '100011377']
10000224	['100004118', '100008230', '100039997', '100039997', '100062587', '100102545', '100103491']
10000242	['100033729', '100095269', '100102628', '100102628', '100103304']
10000246	['100006873', '100008227', '100008230', '100008230', '100008230', '100008270', '100009829', '100019776', '100024067', '100027120', '100027424', '100031656', '100031656', '100031736', '100031776', '100031779', '100040208', '100045976', '100066853', '100072734', '100102257', '100102299', '100102449', '100103543', '100105096']
1000026	['100000093', '100000093', '100000093', '100008739']
10000263	['100006493', '100031776', '100031776', '100041733', '100064901']
1000027	['100000912', '100005533', '100007518', '100008701', '100008701', '100008701', '100008743', '100008757', '100008947', '100010041']
1000028	['100000506', '100004342', '100009575', '100010797']
10000290	['100006493', '100006517', '100006517', '100041722']
10000298	['100000616', '100001718', '100005332', '100005409', '100007140', '100008230', '100008230', '100008230', '100008230', '100009549', '100012271', '100012271', '100017719', '100018325', '100022806', '100031609', '100033022', '100033022', '100033022', '100033022', '100033022', '100033022', '100033022', '100033323', '100033392', '100066853', '100069182', '100074553', '100097628', '100103313', '100103445', '100104972', '100105013', '100105013', '100105014', '100105972']
1000030	['100001240', '100007518', '100008737', '100009486']
10000301	['100000452', '100003283', '100005259', '100006493', '100007850', '100007850', '100007850', '100007850', '100008870', '100013086', '100017768', '100017867', '100017867', '100018325', '100023538', '100023538', '100023802', '100030491', '100031776', '100034273', '100034273', '100039837', '100041649', '100060265', '100062587', '100062932', '100078335', '100088782', '100096647', '100099438', '100102466', '100102466', '100103963', '100105405', '100105972']
10000302	['100000616', '100001718', '100001718', '100003263', '100003282', '100003381', '100005332', '100005738', '100005738', '100006382', '100006493', '100006493', '100006690', '100007489', '100007604', '100007789', '100007828', '100007828', '100007828', '100008230', '100008240', '100008270', '100008270', '100009378', '100011749', '100012720', '100013274', '100015241', '100015327', '100015523', '100016735', '100018270', '100021638', '100021638', '100022153', '100022153', '100022300', '100022300', '100022300', '100022300', '100022300', '100022300', '100022300', '100022300', '100022806', '100023538', '100023538', '100023756', '100023802', '100024112', '100024846', '100025197', '100026359', '100026359', '100026359', '100026359', '100026949', '100026949', '100026949', '100027424', '100028295', '100028400', '100030010', '100030543', '100030809', '100031158', '100032061', '100032454', '100032732', '100033443', '100033520', '100033729', '100034509', '100035504', '100038524', '100040360', '100041973', '100045795', '100060281', '100062220', '100062710', '100066853', '100068130', '100071887', '100074553', '100083892', '100088188', '100095142', '100095772', '100096966', '100102256', '100102258', '100102309', '100102483', '100102550', '100102880', '100102920', '100103066', '100103144', '100103235', '100103313', '100103383', '100103383', '100103621', '100104128', '100104153', '100104541', '100104867', '100104955', '100104955', '100105467']
10000312	['100000357', '100005137', '100008230', '100013293', '100017869', '100031166', '100031776', '100031854']
10000316	['100006493', '100031776', '100105096']
10000332	['100000616', '100031877']
10000341	['100000075', '100001085', '100001365', '100016466', '100016466', '100021638', '100027155', '100064428', '100064428', '100064428', '100102169', '100102545']
10000343	['100000722', '100001924', '100005514', '100005514']
10000372	['100000616', '100004223', '100005156', '100008668', '100022857', '100023802', '100068365', '100102318']
10000403	['100003356', '100010797', '100018325', '100031764', '100031764', '100033299', '100103151', '100104959', '100105013']
10000413	['100018325', '100018325', '100021638', '100021638', '100021638', '100021638', '100031465', '100033350', '100033350', '100062587', '100064901', '100102510', '100103313']
10000415	['100000694', '100002368', '100006690', '100007489', '100009484', '100021638', '100021638', '100022094', '100022806', '100023802', '100026430', '100031776', '100031776', '100032757', '100063669', '100066853', '100071633', '100088782', '100099187', '100103124', '100103202', '100103232', '100103383', '100103871', '100103959', '100104909', '100105972']
10000430	['100002589', '100033350']
1000044	['100000707', '100000726', '100000726', '100007518', '100007518', '100008947', '100008985', '100009575', '100010383', '100010448']
10000446	['100008668', '100008668', '100009701', '100102015', '100102490', '100102940', '100102940', '100110861']
10000447	['100010797', '100097617']
10000448	['100017869', '100017999']
10000450	['100000616', '100000724', '100006436', '100006594', '100006690', '100008230', '100008409', '100009081', '100010694', '100010797', '100011172', '100011172', '100011172', '100015327', '100022094', '100023802', '100023802', '100029902', '100033246', '100039045', '100040568', '100042311', '100042311', '100043867', '100060265', '100064460', '100073246', '100102337', '100103569', '100105396', '100106372']
1000045	['100003121', '100003121', '100003176', '100003947', '100004806', '100004914', '100007518', '100007518', '100007518', '100008273', '100008287', '100009663', '100009663', '100009663', '100010448', '100010986', '100023802']
10000452	['100008230', '100008230', '100027424', '100072349', '100102662']
10000456	['100017869', '100098987', '100102483']
10000461	['100000729', '100000729', '100003091', '100003283', '100003283', '100003283', '100003283', '100003283', '100003283', '100003283', '100005383', '100005444', '100006361', '100007828', '100008253', '100008409', '100008560', '100008857', '100009091', '100009629', '100009987', '100010399', '100010797', '100011750', '100013293', '100013873', '100015591', '100016702', '100017197', '100017568', '100019646', '100019876', '100021768', '100022300', '100025836', '100026104', '100026359', '100026359', '100026359', '100026359', '100028369', '100030616', '100032115', '100032920', '100033140', '100033443', '100036719', '100061993', '100062710', '100064325', '100067403', '100067554', '100072698', '100072703', '100074553', '100082755', '100088782', '100095772', '100095849', '100102332', '100102332', '100102332', '100102332', '100102332', '100102483', '100102538', '100103254', '100103295', '100103313', '100103313', '100103481', '100103604', '100103968', '100104881', '100104909', '100105013', '100105021', '100105287', '100105396', '100105467', '100105642', '100105850', '100110861']
1000049	['100009550', '100009550', '100009550', '100009575', '100009660']
10000498	['100008668', '100027424', '100103091']
10000519	['100000603', '100000603', '100000616', '100000616', '100002126', '100002669', '100005398', '100005398', '100006325', '100006746', '100007554', '100007828', '100007850', '100008560', '100011294', '100012801', '100013183', '100013293', '100013446', '100013990', '100015241', '100015241', '100015327', '100015591', '100018270', '100018270', '100020080', '100022094', '100023802', '100026359', '100028554', '100029785', '100030543', '100031656', '100033919', '100041473', '100041635', '100041635', '100051898', '100060523', '100062996', '100064325', '100082778', '100083468', '100085844', '100088782', '100088782', '100096894', '100096894', '100103148']
10000520	['100006388', '100008668', '100009484', '100009484', '100009484', '100009701', '100016591', '100016591', '100027424', '100027424', '100030543', '100031656', '100039567', '100039567', '100044568', '100074845', '100085254', '100097003', '100102015', '100102899', '100105153', '100110861']
10000532	['100003295', '100018132', '100027424', '100066853']
1000055	['100000094', '100000726', '100010797', '100071633', '100071633']
10000555	['100008230', '100008230', '100008230', '100010797', '100010797', '100010926', '100023802', '100027424', '100027424', '100033299', '100102894']
10000575	['100033299', '100102894', '100103009', '100103009']
10000576	['100000603', '100000616', '100001316', '100003091', '100005398', '100005724', '100006279', '100006690', '100009629', '100012271', '100013293', '100015118', '100015241', '100015241', '100016052', '100019776', '100023532', '100023695', '100028400', '100031224', '100031736', '100041473', '100045976', '100060547', '100062996', '100088782', '100088782', '100097706', '100103604']
1000058	['100000008', '100000008', '100000594', '100001068', '100001068', '100003590', '100005361', '100005361', '100005361', '100005361', '100008690', '100008712', '100008740', '100008757', '100008912', '100009086', '100009086', '100009086', '100009086', '100009575', '100010602']
10000583	['100000425', '100000425', '100003110', '100003110', '100069705', '100102899', '100110266', '100110266', '100111645']
10000596	['100008857', '100027424']
10000601	['100008857', '100008857', '100008857', '100019231', '100019231', '100019231', '100019231', '100064556']
10000606	['100008857', '100024843']
10000608	['100000694', '100002693', '100006018', '100006342', '100007410', '100013293', '100013293', '100013293', '100013293', '100015327', '100017878', '100017878', '100023756', '100023802', '100031465', '100031714', '100034273', '100041473', '100060547', '100062587', '100066976', '100071685', '100071685', '100088782', '100095772', '100097696', '100102636', '100103134', '100103369', '100105106', '100105106']
10000623	['100033440', '100103144']
1000063	['100000003', '100007518', '100009550', '100009575', '100009663', '100009663', '100012169']
10000644	['100030719', '100032685', '100044418', '100061741', '100096783']
10000645	['100082755', '100103191']
10000646	['100008230', '100008230', '100027424', '100103144']
10000647	['100103295']
10000667	['100008230', '100008230', '100042766', '100042766']
10000668	['100018869']
10000674	['100002693', '100005398', '100006690', '100006690', '100008230', '100009987', '100011945', '100017867', '100022094', '100023319', '100023319', '100023319', '100023319', '100023319', '100023319', '100026430', '100045976', '100045976', '100045976', '100062996', '100069705', '100071633', '100076042', '100088782', '100091001', '100102547']
1000068	['100004342', '100006616', '100008722', '100008773', '100009575', '100010746']
10000706	['100001397', '100002693', '100003263', '100007782', '100008230', '100008230', '100008230', '100008230', '100016052', '100022806', '100023802', '100068746']
1000071	['100006204', '100007518', '100009550', '100009575', '100010797']
10000719	['100068372', '100069705']
1000072	['100000051', '100000726', '100000726', '100003706', '100007518', '100008859']
10000736	['100006690', '100045976', '100103477', '100103477']
10000753	['100022094', '100026104']
10000762	['100022094', '100027002', '100104666']
10000765	['100021913']
10000771	['100007819', '100008318', '100009704', '100015241', '100046448']
10000775	['100027746', '100033246']
10000776	['100031890']
10000791	['100008230', '100033246', '100033246', '100033246', '100066853', '100108974']
10000793	['100103717']
10000808	['100006690', '100022094', '100105096', '100105096']
10000820	['100008230', '100015118', '100015118', '100015118', '100015591', '100021638']
1000082	['100000019', '100000194', '100008789', '100009550', '100009575']
10000825	['100000616', '100009451', '100009451', '100009451', '100020068', '100042340']
10000830	['100000616', '100010399', '100062996', '100072974', '100105178']
10000832	['100015173', '100104232']
10000840	['100000722', '100000722', '100012059', '100012059', '100028251', '100041867']
10000845	['100001718', '100045976', '100045976']
10000847	['100063122']
1000086	['100000094', '100008802', '100008802', '100008802', '100008864', '100009575']
1000088	['100000094', '100000094', '100000129', '100005361', '100008769', '100008769', '100008769', '100008791', '100008801', '100008808', '100009021', '100009484', '100009484', '100009552', '100009552', '100009552', '100009552', '100009575', '100009596', '100010084', '100010797']
1000089	['100000129', '100000194', '100001830', '100002989', '100005361', '100006018', '100006204', '100006204', '100007518', '100008743', '100008783', '100008807', '100008875', '100008877', '100009122', '100009495', '100009495', '100009550', '100009575', '100010343', '100010343', '100011012', '100012030']
10000914	['100005156', '100015373', '100015373', '100033235']
10000928	['100002276', '100002276', '100002276', '100005398', '100008230', '100088782']
10000938	['100005249', '100005249', '100006690', '100008230', '100011325', '100028112', '100038956']
10000942	['100000051', '100000616', '100006969', '100008857', '100009022', '100015591', '100015756', '100037063', '100103228']
10000943	['100015591', '100088782']
10000945	['100017178', '100104542', '100104633']
10000950	['100000616', '100007352', '100010933', '100100329']
10000952	['100004624', '100005249', '100006690', '100006873', '100008230', '100012003', '100017636', '100027408', '100028755', '100036077', '100044109', '100044418', '100066783', '100067632', '100068372', '100068372', '100103380', '100105145']
1000096	['100005194', '100006697', '100009575', '100009921', '100009921', '100071633']
10000967	['100000616', '100005249', '100008857', '100027424', '100028755']
10000972	['100104633']
10000973	['100006391', '100006391']
10000983	['100097578']
10000993	['100000616', '100005249', '100096697', '100102662']
10001003	['100026430', '100033094', '100033094']
10001023	['100004712', '100004712', '100042766', '100080616']
10001029	['100007687', '100007687', '100007687', '100007687', '100007687', '100007687', '100007687', '100008549', '100008549', '100008549', '100033246', '100033246', '100033246', '100102212', '100102212']
10001035	['100002693', '100003277', '100016381', '100017867', '100017867', '100027002', '100031714', '100102299']
10001039	['100005156', '100063293', '100066853', '100104623', '100106160']
1000105	['100000094', '100000726', '100009550', '100009550', '100010106']
10001055	['100027424', '100104666']
10001072	['100008230', '100017178', '100030954', '100030954', '100030954']
1000108	['100006018', '100008701', '100008701', '100008998', '100009341', '100009575', '100009663', '100010063', '100010343', '100010746']
10001083	['100000364', '100002405', '100008230', '100008409', '100015118', '100024621', '100026970', '100031137', '100033392', '100033852', '100034273', '100063669', '100102662', '100102662', '100104018', '100104053', '100105021', '100106198', '100110861']
1000110	['100000094', '100000094', '100000094', '100000094', '100000129', '100000129', '100000446', '100000494', '100000782', '100000867', '100001586', '100001820', '100002015', '100002260', '100003285', '100003473', '100003742', '100004290', '100004637', '100004903', '100004995', '100004995', '100005194', '100006177', '100006539', '100007330', '100008701', '100008703', '100008708', '100008718', '100008718', '100008718', '100008762', '100008818', '100008841', '100008855', '100008982', '100008989', '100009026', '100009090', '100009163', '100009444', '100009488', '100009557', '100009575', '100009598', '100009691', '100009759', '100010063', '100010118', '100010183', '100010241', '100010336', '100010471', '100010475', '100010602', '100010638', '100010803', '100010928', '100011354', '100011366', '100011536', '100011634', '100012005', '100018453', '100018453', '100071633']
10001118	['100000685', '100000694', '100003191', '100005156', '100005156', '100007774', '100007828', '100007828', '100008230', '100008230', '100008230', '100008230', '100008409', '100019280', '100019280', '100023538', '100028251', '100032732', '100032920', '100033392', '100033392', '100033729', '100034509', '100036719', '100045297', '100062587', '100071633', '100074553', '100095849', '100097568', '100098493', '100099538', '100103383', '100103481', '100103621', '100105014', '100105014', '100105085', '100105756', '100110861']
10001121	['100000603', '100001085', '100003282', '100005738', '100006690', '100008857', '100009022', '100009091', '100011294', '100011294', '100022806', '100023538', '100025197', '100027424', '100031721', '100032297', '100045976', '100066853', '100070324', '100088782', '100102480', '100102545']
10001137	['100027424', '100102824']
1000114	['100000878', '100001712']
10001170	['100005439', '100008230', '100060150']
10001173	['100038999', '100038999', '100038999', '100073272', '100084306', '100084306']
10001180	['100064901', '100102408']
10001192	['100000051', '100000933']
10001198	['100005594', '100023697', '100088782', '100103228', '100105562']
10001206	['100003091', '100008230', '100027424', '100029878', '100033186', '100105405']
10001218	['100000051', '100000051', '100000603', '100001085', '100001085', '100001085', '100001671', '100003285', '100003295', '100005027', '100006873', '100009091', '100010169', '100010727', '100017869', '100022806', '100023538', '100023538', '100025197', '100026198', '100032060', '100032514', '100033022', '100033323', '100033350', '100033603', '100037063', '100041733', '100041733', '100041733', '100051572', '100063685', '100073386', '100102334', '100103148', '100103610', '100104098', '100104939', '100105178']
10001245	['100000514', '100000514', '100000514', '100000514', '100000603', '100006873', '100006873', '100008230', '100008230', '100008230', '100008230', '100008230', '100008230', '100008230', '100012003', '100012003', '100012003', '100012003', '100012003', '100022127', '100023802', '100031896', '100031906', '100031906', '100061433', '100061433', '100061433', '100063007', '100069985', '100100108', '100100108', '100100108', '100100108', '100102051', '100104666']
10001251	['100000051', '100001085']
10001253	['100023802', '100088782']
10001263	['100011294', '100027424', '100041473', '100041473', '100103368']
10001270	['100001586', '100030814', '100031989', '100067719', '100088782']
1000129	['100000250', '100000307', '100000573', '100001187', '100005361', '100005361', '100005533', '100006204', '100007518', '100007850', '100007850', '100007850', '100008518', '100009104', '100009575', '100009663']
10001297	['100000259', '100001586', '100001919', '100002435', '100003761', '100003761', '100004712', '100006690', '100006873', '100013292', '100013292', '100013641', '100014877', '100020080', '100020080', '100020080', '100026273', '100026273', '100026970', '100028295', '100028295', '100030181', '100031506', '100031906', '100032454', '100033022', '100033186', '100045508', '100045621', '100045621', '100075743', '100076955', '100078388', '100088203', '100097574', '100104001', '100104018', '100104035', '100104649', '100105153', '100105372', '100110266', '100110266', '100110266', '100110280', '100110280', '100110280']
10001301	['100041733', '100103361', '100103361', '100103637']
10001306	['100000933', '100006746', '100006746']
10001312	['100004712', '100004712', '100033246', '100045976', '100066853']
10001328	['100002693', '100003091']
10001332	['100010065', '100031989', '100033852']
1000134	['100000129', '100005185', '100008701', '100009575', '100009575', '100010746']
10001344	['100002693', '100103959']
10001354	['100006690', '100022806', '100025753', '100026359', '100028383', '100031736', '100031736', '100045976', '100066853']
10001360	['100022094', '100022094', '100031736']
10001363	['100008687', '100082755']
10001371	['100026359', '100027424', '100031736', '100031736', '100052556', '100102480', '100104847', '100104847']
10001374	['100001085', '100031588', '100103780', '100104312']
10001377	['100008230', '100008857', '100103870']
1000138	['100000178', '100007518', '100008801', '100009575', '100010343', '100010933', '100027424']
10001383	['100066853']
10001410	['100006864', '100008857', '100033246', '100108089']
